Human	Mouse
Q5FYB1	Q32KI9
Q1X8D7	Q3V0M2
Q9HAK2	O08792
Q16798	Q8BMF3
Q53F19	Q8BZR9
Q96N16	Q8BVL9
Q8TBA6	Q9QYE6
O00472	Q3UKU1
Q5SVZ6	Q3TJB1
Q86SP6	Q3UVY1
Q8NBJ5	Q8K297
Q695T7	Q9D687
P06681	P21180
P43250	O70293
Q14166	Q3UDE2
Q07837	Q91WV7
Q8NAB2	Q8BHI4
Q6NZY4	Q9CYA6
Q9Y2D9	Q5DU09
Q96LD4	Q8C0E3
Q8IXH7	Q922L6
Q9BQW3	Q8K4J2
Q9UJX2	Q8BGZ4
Q9Y2Z2	Q923Z3
P49116	P49117
P46087	Q922K7
Q14738	Q91V89
A7MCY6	A2A9T0
O43439	O70374
Q5VV41	Q3U5C8
Q15397	Q8BKS9
Q13496	Q9Z2C5
Q8TE54	Q8R2Z3
Q9UH99	Q8BJS4
Q9Y217	Q8VE11
Q9H992	Q9WV66
P13667	P08003
O43719	Q8BGC0
Q96HB5	A2AEV7
Q8TF68	E9Q1A5
Q9NQZ7	Q3TCT4
Q8N9T8	Q8VDQ9
Q9NSK0	Q9DBS5
O75084	Q61090
Q8TBZ3	Q3UWE6
Q96G74	Q3U2S4
P35240	P46662
Q86VR7	D3YZF7
Q5T8A7	Q6A025
Q9UH77	E0CZ16
P04843	Q91YQ5
Q8NHH9	Q6PA06
Q86YS3	Q8BQP8
Q9P0U3	P59110
Q8N7U6	Q8CDU5
Q9H4E7	Q8C2K1
Q9NXS3	Q9CR40
Q9BYH8	Q9EST8
Q16538	Q3UN16
Q8IWF2	Q3USW5
Q8TAQ5	Q7TMN8
Q9UI32	Q571F8
Q9BRC7	Q8K3R3
P51617	Q62406
Q9HCQ5	G3X942
O95935	Q9EPZ6
Q2TBA0	Q9D783
Q8WXI9	Q8VHR5
P51800	Q9WUB7
P51800	Q9WUB6
P51801	Q9WUB7
P51801	Q9WUB6
O43895	B1AVD2
O94889	E9Q8K1
P49761	O35492
P22303	P21836
P30291	P47810
P30153	Q76MZ3
Q53G59	Q8BZM0
Q53GS7	Q8R322
Q8N442	Q8C3X4
Q96DX4	Q8BVR6
Q9ULW2	Q8BKG4
Q9BVJ6	Q640M1
Q5TAP6	Q640M1
Q9H0H3	Q8R2P1
Q9HC96	Q9ESK3
P35241	P26043
Q10472	O08912
Q5K4L6	O88561
P36406	Q8BGX0
Q3YEC7	Q5U3K5
Q16820	Q61847
Q8NBE8	Q6GQU2
Q96QE2	Q3UHK1
Q9UJY5	Q8R0H9
Q9Y6J9	Q8R2K4
Q9UHB6	Q9ERG0
Q9UBD5	Q9JK30
P02671	E9PV24
Q14590	Q499D5
Q9UBU9	Q99JX7
Q9Y6Q2	Q8CDJ8
Q53S48	Q8CDJ8
Q92902	O08983
Q10471	Q6PB93
Q5VTB9	Q6PDX6
O60603	Q9QUN7
Q86VH4	Q80XG9
Q49A88	Q8K2J4
Q8WU76	Q8BTY8
Q9Y262	Q8QZY1
Q9UKQ2	Q9JLN6
O43318	Q62073
O43310	Q6PEE2
Q8WTR4	Q640M6
Q86U44	Q8C3P7
Q02086	Q9D2H6
Q8IUC8	Q8CF93
P51957	Q9Z1J2
Q8NCW6	Q921L8
Q9NQV8	Q8BZ97
Q8IYY4	Q499E4
Q9NTJ5	Q9EP69
Q16555	O08553
Q676U5	Q8C0J2
Q86VH5	Q8BZ81
P51168	Q9WU38
Q8N0X7	Q8R1X6
P05160	Q07968
Q6NUQ4	Q8BM55
Q9Y573	P28575
Q96T25	Q7TQ40
P15311	P26040
Q6ZMT9	E9PZX1
Q14195	Q62188
Q9BQG1	O35681
Q9H7S9	P0CL69
O43292	Q9WTK3
Q08426	Q9DBM2
Q8WXA3	Q8R4C2
Q9P215	Q80TC5
A6NMB9	J3QK54
O60347	Q6A039
O43167	Q80X44
Q6UUV9	Q68ED7
Q9NR34	Q6NXK9
Q92558	Q8R5H6
Q86X27	Q9ERD6
Q92834	Q9R0X5
Q8N8E2	Q6PD29
P13010	P27641
P48065	P31651
Q567U6	Q7TQK5
Q99665	P97378
O95831	Q9Z0X1
Q96EK5	Q6ZPU9
Q86VQ6	Q99MD6
P07225	Q08761
P49418	Q7TQF7
Q8WVR3	Q3UTZ3
Q86VI1	Q8BI71
Q9NQ38	Q148R4
Q9P2U7	Q3TXX4
Q9HCS4	Q9Z1J1
Q13485	P97471
Q3KP66	Q7TN12
Q8N3X6	Q3U285
P04844	Q9DBG6
Q96IV0	Q9JI78
Q9Y2I2	Q8R4G0
O00499	O08539
P19320	P29533
P16109	Q01102
Q8WU66	J3S6Y1
Q96AC6	O08672
Q9UMQ6	Q6J756
Q9BZR9	Q99PJ2
Q06495	Q60825
O95876	Q8C456
O94826	Q9CZW5
Q32M88	Q8BP56
Q5JVL4	Q9D9T8
Q86YQ8	Q9DC53
Q6NY19	Q9Z1P7
Q9UPZ9	Q9JKV2
Q2M385	A1L314
P29353	P98083
Q8N302	Q7TN31
Q92839	Q61647
Q96A23	Q8BLR2
Q9H7E2	Q91W18
Q92667	O08715
Q6UY18	Q149C3
Q8WU58	Q6P539
P23219	P22437
Q14244	O88735
P42331	Q8BYW1
Q15003	Q8C156
Q13939	Q8CDE2
Q9NZI8	O88477
P52630	Q9WVL2
Q9NQ94	Q5YD48
Q96GE4	Q8BVV7
Q9C0D0	Q2M3X8
Q9BY44	Q8BJW6
Q8TB96	Q99KW9
Q9H4L4	Q9EP97
Q9Y592	Q9D5R3
Q8NHV4	P33215
Q6PI48	Q8BIP0
Q6AZY7	Q8C850
Q96MM7	Q80UW0
Q7L5Y6	Q9D0A0
Q9BQN1	A2ARK0
Q6ZSB9	Q8BXX2
P46063	Q9Z129
Q8NA54	Q8CDK3
Q9Y6M1	Q5SF07
Q9Y6I3	Q80VP1
Q9NP91	Q8VDB9
Q14194	P97427
Q14393	Q61592
O43823	Q9DBR0
Q8NG31	Q66JQ7
Q15046	Q99MN1
Q96EP1	Q810L3
O95460	O89029
O76050	Q923S6
Q92819	P70312
O95436	Q9DBP0
Q7L8L6	Q7TMV3
Q9UQ13	O88520
Q8TEU8	Q7TQN3
Q04756	Q9R098
Q9BPU6	Q9EQF6
Q9P2B4	Q99LJ0
P18850	F6VAN0
Q6ZVD7	B2RQL2
Q15124	Q8BZF8
Q5FYB0	Q8BM89
Q7Z5H3	Q8BL80
Q6UUV7	Q91X84
Q6UVY6	Q9CXI3
Q9UKG4	Q8BZ82
Q9NVP1	Q8K363
O94988	Q8BGI4
A0AV02	Q8VI23
P30154	Q7TNP2
Q53R41	Q6DI86
Q8N1M1	Q6H1V1
Q9H6X2	Q9CZ52
P14780	P41245
P26038	P26041
A2A2Y4	Q8BHD4
Q14159	Q8BGX7
Q9H2U9	O35227
Q8WV41	Q4VAA7
Q6EMK4	Q9CZT5
O75553	P97318
P22736	P12813
A0AV96	Q91WT8
Q9Y2R2	P29352
Q9Y5X1	Q91VH2
A0MZ66	Q8K2Q9
Q15833	Q64324
O75529	Q91WQ5
Q8IU68	Q7TN58
Q8WXE1	Q8BMG1
Q9H8Y5	Q80UU1
Q9ULV3	Q8VEH2
O15371	O70194
Q5SNT2	A2A8U2
Q13428	O08784
P28329	Q03059
Q86YC3	Q8BMT4
Q9UH65	Q6A028
Q96JB3	Q9JLZ6
A6H8M9	H3BJZ2
A5PL33	Q6NXZ1
P04839	Q61093
O95453	Q8VDG3
Q8WYN3	P59055
Q8NHY3	Q5SSG4
Q9UKG9	Q9DC50
Q9UK80	Q9QZL6
Q8N4A0	O08832
F8VUJ3	O08832
O75943	Q6NXW6
Q53GS9	Q3TIX9
Q13114	Q60803
Q6ZRP7	Q3TMX7
Q8IYD1	Q149F3
Q8NI60	Q60936
Q96MC2	Q3USS3
O95741	Q9Z140
Q9UN79	Q04891
Q8NHX9	Q8BWC0
Q8ND61	Q8CDN1
Q9Y6D9	Q9WTX8
O15228	P98192
Q9HD43	E9Q0N2
Q0P6H9	Q8BXJ9
Q9ULE4	Q0KK56
Q969H0	Q8VBV4
Q96LI5	Q8VEG6
Q6ZRS4	Q14B48
O15209	Q9Z0G7
O60504	Q9R1Z8
Q86YF9	Q8BMD2
Q13123	Q9Z1M8
Q969P0	Q8R366
Q9NX95	Q8BHS8
Q96M32	Q9D2H2
Q9NPH5	Q9JHI8
Q13796	A2ALU4
A1L0T0	Q8BU33
O75410	Q6Y685
Q08188	Q08189
P51654	Q8CFZ4
Q969N2	Q8BXQ2
O15296	O35936
P52306	E9Q912
Q03431	P41593
P31152	Q6P5G0
Q3MIN7	Q3UYI5
P35354	Q05769
Q66K64	Q6PFH3
O95970	Q9JIA1
O95870	Q9Z1Q2
Q6UWU2	Q8VC60
Q9UKB1	Q5SRY7
Q9BV94	Q8BJT9
Q9BTC8	Q924K8
Q9HAS3	Q9ERH8
Q6P1R3	Q6NZR2
Q8NHQ9	Q6ZPL9
Q8NAT1	Q8BW41
Q8WX92	Q8C4Y3
Q9ULX5	Q96DY5
O00186	Q60770
Q96DZ5	B9EHT4
Q13740	Q61490
Q66K79	Q8R4V4
Q9Y2L9	P62046
Q96K78	Q8BM96
Q9H221	Q9DBM0
Q9Y3T9	Q9WV70
P42568	A2AM29
O75081	O54972
Q08AE8	Q52KF3
O00425	Q9CPN8
Q9H2S1	P58390
Q16206	Q8R0Z2
Q9NZN8	Q8C5L3
Q9UBK8	Q8C1A3
Q96KN7	Q9EPQ2
P17405	Q04519
P32189	Q64516
Q1EHB4	Q49B93
Q6P2D8	Q3U3V8
Q99583	O08789
Q9BZB8	P70166
Q8TF47	Q61967
O75914	Q61036
Q9H0L4	Q8C7E9
Q9BXB5	Q8R2T7
Q9NSD9	Q9WUA2
P09871	Q8CFG8
P09871	Q8CG14
P00367	P26443
P06241	P39688
O96013	Q8BTW9
Q14680	Q61846
Q8NDX2	Q8BFU8
Q9H8M2	Q3UQU0
O43490	O54990
A1A5B4	P86044
Q9HCI5	Q6PCZ4
Q16643	Q9QXS6
Q96T49	Q8VHQ3
Q8NEG7	Q9D9V7
Q9Y653	Q8K209
P50548	P70459
Q92804	Q8BQ46
Q92674	Q8K1K4
Q8NCG7	Q91WC9
Q96MP5	Q8CFL8
Q8N428	Q9JJ61
Q9UHI7	Q9Z2J0
Q68D10	Q68FG3
Q8N5R6	Q3ULW6
O15270	P97363
P08243	Q61024
Q96MX3	Q3US17
Q13470	Q99ML2
Q8N584	Q8VE09
Q9NRC1	Q99M96
Q9Y5K6	Q9JLQ0
Q9BYJ9	P59326
Q9NRW7	P97390
Q6UXI9	Q91V88
Q9H8H0	Q8BJW5
Q9UBP0	Q9QYY8
O75604	O88623
P17025	Q6P560
P10515	Q8BMF4
O00206	Q9QUK6
Q9H611	Q80SX8
Q9H9F9	Q80US4
O00634	Q9R1A3
P52429	Q9R1C6
Q7L775	Q8VEH5
Q9UPT9	Q5DU02
Q96SK2	Q8BRG8
Q9UJX3	Q9WVM3
P49748	P50544
P34925	Q01887
Q7Z5L7	Q7TQ62
Q96SD1	Q8K4J0
Q9H1C4	Q8VCW4
O75909	O88874
Q8IYJ1	Q1RLL3
Q6IC98	Q8CB44
O95302	Q9Z247
P20309	Q9ERZ3
Q7LFX5	Q91XQ5
Q8NFG4	Q8QZS3
Q9UQ53	Q812F8
Q9BXF6	Q8R361
Q96MT8	Q3UPP8
Q9Y2E8	Q8R4D1
P03372	P19785
Q09013	P54265
Q6ZN04	Q69Z36
Q8IW70	Q68FE7
P36871	Q9D0F9
Q8NFN8	Q6PCP7
Q9H089	Q3UM18
Q9NXH9	Q3TX08
O14531	O35098
O94850	Q80TS7
Q96L92	Q3UHD6
Q7L4E1	Q8BK03
Q8N145	Q8K406
Q9UBI9	Q3V1N5
Q9Y625	Q9R087
Q13202	O09112
Q68BL7	Q8BHP7
Q9UI40	Q14BI1
Q9P0J1	Q3UV70
Q8NBF1	Q8K1M4
Q7Z569	Q99MP8
Q9GZU1	Q99J21
Q9HCD5	Q91W39
Q9HBW9	Q923X1
P07199	P27790
Q4G0A6	Q3UQI9
P33240	Q8BIQ5
Q8NCS7	Q5RJI2
P23276	Q9EQF2
Q8WXF7	Q8BH66
Q8N392	Q8K0Q5
Q8WVT3	Q8K2L8
Q8N4M1	Q921V7
Q93075	B7ZNL9
Q5T9L3	Q6DID7
Q12980	Q8VIJ8
Q86TU7	Q91WC0
Q9NWM0	Q99K82
O00219	O08650
O14678	O89016
Q5JTW2	Q6IRU7
Q86W24	Q6B966
O43189	Q9Z1B8
Q8N4N3	Q8R124
Q96BD0	Q8K078
Q96NX9	Q925Q8
P15923	P15806
O00566	Q810V0
Q8IV77	Q3UW12
Q9H0B6	O88448
Q6UVJ0	Q80UK7
Q9P2K5	Q8C854
Q9P270	Q8CI08
Q9NWW7	Q8R3C1
Q9P0K8	Q9ES18
Q9Y253	Q9JJN0
Q68D06	B1ARD6
Q68D06	B1ARD8
Q68D06	F8VQC3
Q7Z7L1	B1ARD6
Q7Z7L1	B1ARD8
Q7Z7L1	F8VQC3
Q9ULM6	Q8K3P5
Q9ULM6	Q3TIU4
Q13495	P0C6A2
A0AVF1	Q8BS45
Q9UBE8	O54949
P50747	Q920N2
Q14134	Q8R2Q0
Q92908	Q61169
Q8N695	Q8BYF6
Q96CN5	Q8CIM1
Q9GZV3	Q8BGY9
Q9UHD9	Q9QZM0
Q2TBF2	D4PHA7
Q8NE63	Q3V016
Q8NFJ9	Q3V3N7
Q86UZ6	Q8BID6
Q7Z7A4	Q8BX57
Q5T6S3	Q9CXG9
P98153	P98154
P98153	E9Q548
O95409	Q62520
Q8WTU2	A1L0T3
Q6UW60	P29121
Q8IZ21	Q501J7
Q15291	Q8BX09
P31939	Q9CWJ9
Q96AY3	Q61576
Q86UW9	Q8R3P2
Q9BVL4	Q9DBC0
Q9H9T3	Q9CZX0
O14975	O35488
P30825	Q09143
A2RU67	Q8BYI8
A8K855	Q8VDY4
Q08397	P97873
P57075	Q3V3E1
Q15572	Q6PDZ2
O95199	Q99LJ7
Q5VTQ0	Q8BYY4
Q86SQ7	Q80UF4
Q9NRF8	P70303
Q96JB8	Q6P7F1
Q9ULV1	Q61088
Q9H093	Q8BZN4
Q8WXK1	Q8VHS6
Q96TA0	Q91V48
Q9NUL3	Q8CJ67
P22557	P08680
Q5SRH9	A2ACP1
Q5JSP0	O88842
P18887	Q60596
P37173	Q62312
O95965	Q8VDV0
Q8NEC7	Q5RL51
Q13438	Q8K2C7
Q96QG7	Q9Z2D0
Q9UPE1	Q9Z0G2
P52594	Q8K2K6
Q8TBZ0	Q3V125
O15297	Q9QZ67
Q96RL1	Q5U5Q9
Q9NVH1	Q5U458
O00337	E9PXX9
P35680	P27889
Q9BX69	E9PWH2
Q92777	Q64332
Q9UKS7	P81183
Q96G46	Q91XI1
Q96BF6	Q9DCM7
P31948	Q60864
Q99728	O70445
Q15642	Q8CJ53
Q8IZ07	Q80UP5
P20794	Q04859
O60294	Q8BYR1
Q14995	Q60674
O00534	Q99KC8
Q6IQ21	Q8BIQ8
Q8IYB4	Q8C437
Q96RR4	Q8C078
Q92959	Q9EPT5
Q9Y2D8	Q8VC66
Q9NRR5	Q99NB8
P12931	P05480
P43681	O70174
O43865	Q80SW1
Q7Z5Q1	Q812E0
Q96SZ4	Q3URR7
Q9NRG9	P58742
Q8NB59	Q7TN84
P24386	Q9QXG2
Q6UXI7	Q8VHI5
Q9UNA4	Q6R3M4
P20700	P14733
P30038	Q8CHT0
A1IGU5	A1IGU4
A0PJK1	Q5SWY8
P10809	P63038
P36894	P36895
O15405	Q80W03
O43776	Q8BP47
O14994	Q8JZP2
O14777	Q9D0F1
Q9H0K4	Q8CDR2
Q13153	O88643
Q8N239	A2AI76
Q96I24	Q3TIX6
Q7Z7K2	Q8JZL0
P43004	P43006
O00391	Q8BND5
Q4G112	Q5ND04
Q6NXT6	Q4VBD2
Q5T2T1	Q8BVD5
Q8NBP7	Q80W65
Q9UHX1	Q3UEB3
Q9UKJ8	Q9JI76
Q8NA19	B1B1A0
Q8NCN4	E9Q7F2
Q6P1L5	Q3U3E2
Q53HC5	Q8BGY4
Q96RS6	Q6PIP5
Q7Z5R6	Q8R5A3
Q75N03	Q9JIY2
P27037	P27038
P07947	Q04736
Q1MX18	Q3HNM7
Q7Z4V5	Q3UMU9
Q9NYJ7	O88516
O15530	Q9Z2A0
Q8TDF5	Q8R4I7
Q96HC4	Q8CI51
Q9H0F5	Q8BI21
Q8WYA6	Q9CWL8
Q16518	Q91ZQ5
Q16518	Q99NF1
Q16518	Q9JJS6
O75487	P51655
P03952	P26262
P42166	Q61033
Q9GZS0	A2AC93
O95125	Q8C879
Q99062	P40223
Q49A26	Q922P9
Q8IXI1	Q8JZN7
Q9Y2N7	Q0VBL6
Q9UNQ0	Q7TMS5
P02787	Q921I1
P02787	E9Q035
P16383	Q8BKT3
Q5GH72	Q5GH64
Q8IW92	Q3UPY5
Q3KP44	Q8BLD6
Q8N350	Q66L44
Q9H4M9	Q9WVK4
P00734	P19221
P78348	Q6NXK8
O43781	Q922Y0
Q5TKA1	Q8C735
Q13573	Q9CSN1
Q96FL9	Q8BVG5
Q8WWT9	Q91Y63
Q9H201	Q91W69
Q5JS13	A2AR50
P16298	P48453
A4D1F6	Q8C0R9
P36508	Q8BMU0
Q96FN4	P59108
Q8NDN9	Q6NXM2
Q9Y5A7	P54729
Q8WVV4	Q8K4L4
Q9UNH5	Q6GQT0
Q9H892	Q8BW49
Q9NY91	Q9ET37
P16278	P23780
P27694	Q8VEE4
Q13555	Q923T9
Q8N4V2	Q8BFT9
Q8NEM2	Q9Z179
Q8IXT5	Q66JV4
Q8IXT5	Q80YR9
P10636	P10637
Q86XD8	D3Z3C6
O60826	Q9JIG7
Q92925	Q99JR8
Q96MW5	Q9JJA2
Q9NZM6	Q9JLG4
P40238	Q08351
Q53EQ6	Q499M4
P23443	Q8BSK8
Q9NZB8	Q5RKZ7
Q13415	Q9Z1N2
Q96C10	Q99J87
Q86YP4	Q8CHY6
Q9ULP9	Q3UUG6
Q15723	Q9JHC9
Q14168	Q9WV34
Q9NZN4	Q8BH64
P14373	Q62158
O43172	Q9DAW6
Q8TE85	Q5FWH3
Q6P1J9	Q8JZM7
Q8NC67	Q8BNJ6
Q9Y6I4	Q91W36
P19532	Q64092
Q96QS3	O35085
P23368	Q99KE1
Q7Z404	Q7TQ65
Q86UE4	Q80WJ7
Q8WWZ8	Q8R4V5
Q9HC62	Q91ZX6
P48547	P15388
Q08209	P63328
Q68CP4	Q3UDW8
O75398	Q9Z1T5
Q9H222	Q99PE8
Q9H223	Q9EQP2
P13056	Q505F1
O15037	Q80U38
Q7L9B9	Q3TGW2
Q32NB8	Q8BHF7
Q6NV75	Q8K0Z9
Q9H8W5	Q6PFY8
O43868	O88627
O43868	A2AWR5
Q13705	P27040
Q96C34	Q0VDN7
Q8NBW4	Q8BGD6
Q9NPH3	Q61730
Q92696	Q9JHK4
Q99592	Q9WUK6
P02788	P08071
P07911	Q91X17
Q2TB18	Q8BIR2
P32780	Q9DBA9
Q7Z6J4	Q8BY35
Q96BT7	Q80Y20
Q9BVL2	Q8R332
Q9H0H5	Q9WVM1
O75159	O54928
O43307	Q3UTH8
Q9UKM7	A2AJ15
Q0D2I5	Q8BXL9
Q8IXL6	Q5MJS3
Q2TAA8	Q99P25
Q8N370	Q8CGA3
Q9H8H2	Q6NZQ2
Q96IF1	Q91XC0
Q9UGP4	Q9QXD8
P78325	Q05910
Q9P0L1	E9PVW1
Q8TBY0	P86049
O00541	Q9EQ61
Q5VV42	Q91WE6
Q15650	Q9QXN3
P28799	P28798
Q8NDF8	Q68ED3
Q96GW9	Q499X9
Q92993	Q8CHK4
Q96Q27	Q8K0L0
Q9UHY1	Q99J45
Q9NQS3	Q9JLB9
O60684	O35345
P0C7M7	Q80W40
O15254	Q9EPL9
Q9Y6X4	Q5XG69
Q9NQ89	Q91YN0
Q9ULC6	Q9Z185
Q70EK9	B1AY15
P13674	Q60715
Q53FZ2	Q3UNX5
Q13490	Q62210
Q99650	O70458
P59047	Q9R1M5
P50990	P42932
P32519	Q60775
O43246	Q8BLQ7
Q6NUN0	Q8BGA8
Q8N7H5	Q8K2T8
Q8IVW8	Q91VM4
Q8TD31	Q8K2I2
Q8TDD5	Q8R4F0
Q8IYE1	D3YV10
P57082	P70325
Q8N841	A4Q9E8
P03951	Q91Y47
Q99593	P70326
O15213	Q9Z0H1
Q9H2B4	P58735
Q96JP5	Q62511
Q9Y250	P60853
Q8IZ40	Q8C796
Q96JW4	Q8BYR8
Q9HCJ3	Q7TPD6
Q6ZW76	Q9CZK6
Q9NVX7	Q8R179
Q9NZN3	Q9QXY6
P48163	P06801
P52294	Q60960
O75419	Q9Z1X9
Q15392	Q8VCH6
Q9NRA0	Q9JIA7
Q9NZW5	Q9JLB0
O14967	P52194
P35475	P48441
P35637	P56959
O00400	Q99J27
Q5TD94	Q8BYM7
Q8NAF0	Q80VM4
Q8TEB1	Q91VU6
Q0D2K2	Q8C3F7
Q15776	Q8BSL0
Q8IXK2	Q8BGT9
P46721	Q9EP96
P46721	Q91YY5
P46721	Q9QXZ6
P46721	M0QWR8
P46721	L7N264
P46721	Q99J94
Q9BW19	Q9QWT9
Q9BW19	E9PUA5
P0C6S8	Q6GQU6
O43300	Q8BGA3
Q13950	Q08775
Q14247	Q60598
Q6ZRF8	Q3V3A7
Q9H598	O35633
O60934	Q9R207
Q9BZQ2	Q3TTP0
Q8NDB2	Q80VH0
Q9BZK7	Q8BHJ5
Q9H845	Q8JZN5
Q9Y2R4	Q8K301
Q5VTJ3	A2APT9
P49281	P49282
Q9Y4W2	A2BE28
Q13564	Q8VBW6
Q15025	Q9WUU8
O15240	Q0VGU4
Q12948	Q61572
Q16880	Q64676
Q96B18	Q0PHV7
Q8NBN3	Q8BXN9
Q8NC60	Q9JJG9
Q03519	P36371
E7ENX8	P36371
A8K979	Q5BKS4
P28702	P28704
Q13368	O88910
Q09327	Q10470
Q86XJ1	Q3UWW6
Q00537	Q8K0D0
Q6P9H4	Q8BMA3
Q16515	Q925H0
Q8IV53	Q8CFK6
Q9UJ83	Q9QXE0
P25705	Q03265
P49368	P80318
O75131	Q8BT60
Q5T197	Q059Y8
Q7Z3K6	Q3UHF3
Q969V3	Q8VCM8
A6NNA2	Q80WV7
Q0ZGT2	Q7TPW1
Q8TF30	Q571B6
P41161	Q9CXC9
Q96FT7	Q7TNS7
Q8N6G5	Q8C1F4
Q96PQ6	Q8C0Q5
Q9NYH9	Q8VCY6
Q9H0I9	Q9D4D4
O14773	O89023
P16050	P39654
Q969H4	A2A9K7
P22460	Q61762
Q14119	Q5SXC4
Q15942	Q62523
Q96GM5	Q61466
Q9Y6K8	Q920P5
Q9NVW2	Q9WTV7
Q9Y692	Q9JL60
O43405	Q62507
Q04771	P37172
O94956	Q8BXB6
P17029	Q8BGS3
Q8NAN2	Q4QQM5
O95376	Q9Z1K6
Q8N7J2	Q8CCJ4
A8MQ27	Q0MW30
P06744	P06745
O14986	P70181
P17987	P11983
P20273	P35329
Q8N4N8	Q8C0N1
Q9NWZ5	Q91YL3
Q9UKA9	Q91Z31
Q6ZU69	A2APU8
Q6ZU69	D3YZF6
Q14392	G3XA59
Q8NE62	Q8BJ64
Q9Y289	Q5U4D8
Q8WVX9	Q922J9
Q99424	Q9QXD1
F5GWS7	Q0VAW7
Q9UJU3	Q0VAW7
Q9NVI7	Q925I1
Q5T9A4	Q925I1
P59827	A2BGH0
P46060	P46061
Q32MK0	Q3UIZ8
Q15051	Q8BP00
Q99742	P97459
Q14498	Q8VH51
Q6DD88	Q91YH5
Q96LB3	Q8BKE9
Q9NZI7	Q811S7
Q9UGU5	Q80Y32
Q969U6	Q9QXW2
Q9H6T3	Q9D706
Q9H0W8	Q9DB90
Q96C11	A2AJL3
Q8TB73	Q8C119
Q6ZN84	Q9D5W4
Q9UEW8	Q9Z1W9
O15156	Q64321
P47870	P63137
Q14807	Q3V300
P57772	Q9JHW4
Q9P258	Q8BK67
Q7Z628	Q9Z206
Q6ZP65	A0JNT9
Q9BXS9	E9Q4D3
Q8NEL9	Q80YA3
Q9NUW8	Q8BJ37
Q92911	Q99PN0
Q96LW1	Q9QXT9
O15355	Q61074
O75426	Q9D417
Q86VX9	Q6PDG8
Q86UE6	Q8K377
Q96KA5	Q8BXA5
Q8WXF1	Q8R326
Q9UJY4	Q6P5E6
Q9H336	Q8CGD2
O00629	O35343
Q5BKZ1	O88291
Q5XG87	Q6PB75
Q8N7P1	Q3UNN8
Q5TGY1	Q91WU4
Q86Y22	Q8K4G2
Q9Y2P5	Q4LDG0
Q9UHD8	Q80UG5
Q96FN5	Q9D2Z8
Q9ULK5	Q91ZD4
O00257	O55187
P20264	P31361
P36896	Q61271
P78333	Q8CAL5
Q7Z6M2	Q8VE08
Q9H0K6	Q8CE46
Q9ULZ9	Q9R0S3
O95365	O88939
O94900	Q66JW3
Q969Y0	B9EKK6
Q2TAY7	Q3UKJ7
Q13362	Q60996
Q9Y4R7	A4Q9E5
O60907	Q9QXE7
P54577	Q91WQ3
Q9UK58	Q52KE7
O00505	O35344
P36021	O70324
P16452	P49222
P30613	P53657
Q96IC2	D3YW29
P15586	Q8BFR4
Q9UBL6	Q0VE82
Q5T1V6	Q9DBN9
Q9H0C3	Q8BH18
A1L020	G3UYU0
O75167	B1AVP0
Q13557	Q6PHZ2
Q08AF3	Q8CBA2
Q6UWM7	Q8K1F9
Q9BUH8	Q68EF6
Q16281	Q9JJZ8
Q96NZ8	Q8R0S6
Q96SY0	Q8R3P6
O00238	P36898
Q5T4B2	A3KGW5
P14618	P52480
Q07866	O88447
P48643	P80316
P48436	Q04887
O95402	Q7TN02
Q12857	Q02780
Q8NDH2	F6VUT6
O95905	Q9CS74
O14492	Q9JID9
Q8N1K5	Q8BGW0
Q8WUY9	Q8BH88
Q99572	Q9Z1M0
P17027	G5E8C8
P06239	P06240
P48664	O35544
Q8N5T2	Q8VDV7
Q96ST8	Q9CZX2
P22001	P16390
P13647	Q922U2
Q658N2	Q80XH4
Q86U38	Q8BMC4
Q9HCC0	Q3ULD5
Q9UFC0	Q8BUI3
Q9NPI6	Q91YD3
Q9BQI3	Q9Z2R9
P12956	P23475
P09172	Q64237
A6NL88	Q8C3Q5
O00461	Q8BXA1
Q6NUM9	Q64FW2
Q8IZD6	Q504N2
Q9Y2P4	E9Q9W4
Q8IZW8	Q8BZ33
Q8IWN7	Q8CGM2
Q8N554	Q8CE64
Q9NXB0	Q5SW45
Q9BPZ7	Q8BKH7
Q9UM21	Q812G0
O60765	Q61751
O95948	Q6XBJ3
Q8NCA5	Q3TJZ6
O15259	Q9QY53
Q96SZ6	Q8BTW8
Q9NWN3	Q80XI1
Q8WVV9	Q921F4
Q99607	Q9Z2U4
Q96MN2	Q3TKR3
Q96MN2	Q66X19
Q96MN2	Q8BU40
Q96MN2	E9PWP3
Q96MN2	Q66X05
Q96PF1	A2ART8
O60381	Q8R316
Q504Y0	Q5FWH7
P43121	Q8R2Y2
Q13177	Q8CIN4
Q9BWE0	Q5U4E2
Q9ULG6	Q640L3
Q9UPG8	Q925T4
Q5VTL8	Q80SY5
Q6PIW4	Q8BPY9
Q96M93	Q5SUE7
Q12874	Q9D554
Q9Y2W6	Q80VL1
Q9Y4C5	Q80WV3
Q9NUN5	Q8K0B2
Q9UM07	Q9Z183
P13521	Q03517
P54829	P54830
O94788	Q62148
O43660	Q922V4
Q9NU19	Q80VE5
Q9NRK6	Q9JI39
P08236	P12265
O00341	Q8JZR4
Q6ZP01	Q3V089
Q99832	P80313
Q9Y3I0	Q99LF4
P07948	P25911
Q14739	Q3U9G9
Q86T96	Q3U827
Q6X4W1	Q99NF2
