Q7TQD2;O94811
A4Q9F0;Q6ZT98
Q9CW03;Q9UQE7
B2RX12;O15438
A2AH22;Q9C0C7
Q9CVN6;A6NI87
Q9CQ29;Q2KHN1
Q8R1L4;O43731
Q8R034;Q9BS18
Q3TKY6;Q6UX04
P41438;P41440
Q9ET80;Q9HDC5
Q6PD26;Q96S52
P47708;Q9Y2J0
Q9CQX0;Q96DC9
O70310;P30419
P41317;P11226
Q99JW4;P48059
Q9CYA0;Q6UXH1
A6PWY4;Q9H967
Q8R0S2;Q6DN90
Q8CI43;P14649
Q7TQG1;Q9Y2H5
Q9R1S7;O95255
Q9D2Q8;Q9HCY8
Q9CZ83;Q7Z7F7
P28652;Q13554
Q9JM62;Q96HR9
Q9EPN1;Q8NFP9
Q8CIX8;Q5TDP6
Q6A025;Q5T8A7
Q6DID5;Q2TAK8
A2APV2;Q96PY5
Q8VDV3;Q8TBN0
A3KGS3;Q2PPJ7
O09105;Q9HD90
Q9DBU0;O15321
Q8K3C3;Q8WZA0
P31001;P17661
Q8BZ52;A1L4K1
Q8C0W1;Q9P2S6
Q8BGP6;Q8TBP6
Q8BH26;Q8N6I4
Q80V63;Q9UKN5
Q9D3N2;Q9HAE3
O70400;O00151
Q3V3F6;Q6UWV2
P28659;Q92879
Q5DU31;Q8WWN9
Q8BIG4;Q9NVF7
Q9D992;Q3KP22
Q9JLI6;Q96I15
Q9QY23;Q9Y446
Q5PT53;Q0GE19
Q91ZV4;Q96PD6
Q9WU84;O14618
Q9DCI9;Q9BYC8
Q9JMC8;Q9H329
Q8CFI2;P49427
Q8BRU6;Q05940
Q9CQG2;Q86W50
P53798;P37268
Q6P1I3;Q96MD2
Q3U4G3;Q8NBI6
Q3SYK4;Q9H8Y1
Q68FE8;Q6N043
Q91YN9;O95816
P82349;Q16585
Q61003;P30203
Q3U269;Q5T7W7
P21129;P09131
P97463;Q99748
Q8BKK4;Q8WVI7
Q7TSH2;Q93100
Q00915;P09455
A3KMN5;Q569H4
Q684R7;Q5H8C1
Q61337;Q92934
O88593;O75594
Q3V3V9;Q6F5E8
P51125;P20810
Q8K3X6;Q8N8V4
Q810M5;Q8WVZ1
Q6NVG1;Q643R3
Q8VI51;Q9UPU3
Q9JM61;Q9NS62
Q99L90;Q96EZ8
Q9CY73;Q9H9J2
Q8C0Q4;Q8NG66
Q7TSP5;Q7Z7D3
P70445;Q13542
P03940;P08686
P97766;P0CG36
Q6PJN8;Q5D0E6
Q99PP6;Q9C030
A2AWP8;Q9HCE6
Q9EQ31;Q9UBY5
Q8K5A4;Q92737
P46662;P35240
P09103;P07237
A3KG59;Q8IYS1
Q14B70;Q7Z353
Q9JL26;O95466
Q3V1V3;Q9H501
Q6P9R4;Q6ZSZ5
Q9JIF9;Q9UBF9
Q08761;P07225
B1AQ75;O76013
Q60603;O95259
Q8K2H4;Q15027
Q9Z1B7;O15264
P09065;Q05925
Q5SW25;Q96KW2
Q80W31;Q5MCW4
P50172;P28845
Q91VI7;P13489
P51906;P43005
P62071;P62070
Q9Z0P4;O75781
Q91ZJ9;Q12794
Q8BR63;Q8N128
Q9CZJ0;Q15777
P48774;P21266
Q8JZN5;Q9H845
Q80YR4;Q86UK7
P09690;P11230
Q8BZZ3;Q9H0M0
Q3TY86;Q96NN9
Q9CZS3;Q96NB1
P59110;Q9P0U3
Q8K402;Q9Y458
P01216;P01215
Q05BC3;O00423
P02469;P07942
Q8K2P1;Q8IV03
Q91Z96;Q9NSY1
Q6P5H2;P48681
Q61666;P54198
Q8BIG2;Q8TD35
Q9QXW0;Q8N531
P40223;Q99062
Q80W22;Q86YJ6
Q8JZQ9;P55884
Q9CR08;O95707
Q149M0;Q5QGZ9
O88452;O76061
Q6PDE7;Q6P531
P61079;P61077
Q3TWN3;Q9H8M5
Q8VE99;Q96NT0
Q9QUN3;Q8WV28
Q924T2;Q9Y399
Q8CGC6;Q9NW13
Q9Z180;Q9Y6X0
Q9JKK7;Q9NZR1
Q5SSE9;Q86UQ4
Q7TSV4;Q96G03
O70137;O95076
Q9D8S4;Q9Y3B8
Q9WUL6;Q99558
Q6NZM9;P56524
Q8K2G4;Q8IWZ6
Q9QWZ1;O60671
Q9D1K2;Q16864
Q9Z104;Q9P0W2
P70278;Q7Z7C7
Q8CHC8;Q6IQ32
Q64697;Q14761
Q3U5Q7;Q5EBM0
Q9JIE3;Q9NRC9
Q8VIH9;Q9UKP6
Q3TRR0;Q49MG5
Q8BSD5;Q5VZ18
Q5SRX1;Q6ZVM7
P52624;Q16831
Q922E6;Q9NYY8
P46656;P10109
Q8BJM3;Q7Z5L2
Q8C2S5;Q9UKA1
Q8CIL4;Q8NDD1
Q62414;Q15784
Q6P5G0;P31152
Q7TMM9;Q13885
Q8VDC0;Q15031
Q6IME9;Q14CN4
Q8BHW2;Q8WVF1
Q03311;P06276
Q8BGD5;Q8TCG5
Q9DC58;Q8N682
Q8BZW8;Q8NBF2
Q05D44;O60841
Q9D8C4;P80217
Q8BJR6;Q9BQR3
Q5DTT3;Q5VWN6
Q8K093;Q9UKU6
Q8VCM5;Q969V5
P70205;P41586
Q8C4A0;Q13520
P62509;P62508
Q9R118;Q92743
Q8VC70;Q15434
Q99JX7;Q9UBU9
Q99JG2;O60883
Q6PG16;Q8NCD3
B5KM66;A1L190
Q8BHE5;P12645
Q8CE64;Q8N554
Q8CAK1;Q5T440
Q9WUK4;P35250
Q9Z2U1;P28066
Q6NXH2;Q5SRI9
O08784;Q13428
Q9Z0Y2;P04054
Q8R2U6;Q9NZJ9
Q8BVZ1;Q00G26
P54843;O75444
A2AAE1;Q2LD37
P56392;P24310
Q9JHI7;Q06265
Q7TME0;Q7Z2D5
Q8K2Q7;Q5VW32
P24721;P07307
O70237;Q5VTD9
Q8BLV3;Q96T83
Q8BTV2;Q8N684
Q9JLZ6;Q96JB3
Q80UG8;Q14679
Q8VHA6;Q6ZVZ8
P54923;P54922
Q61282;P16112
Q8K4H1;Q63HM1
Q8BGF3;P63098
Q06770;P08185
P28481;P02458
O54693;Q92838
Q8R3L2;Q9BQ70
Q9JIT0;Q8WVP7
A2A8L5;P10586
Q9QY36;P41227
Q2NKH9;Q7Z4J2
Q61362;P36222
P05213;P68363
O88908;O75908
Q6PR54;Q5UIP0
P27467;P56704
Q80SY6;Q6DHV7
Q64676;Q16880
Q3U132;A2RU30
Q9QZ82;P05108
Q8BJ63;Q9H0R1
Q9DCS3;Q9BV79
Q80TG9;Q9ULH4
O55234;P28074
P34960;P39900
Q99LU8;Q9GZU0
Q8BM39;Q99633
P50615;Q14201
Q8VHN8;Q9BRJ7
Q8BWD2;Q96PC2
Q80VA5;Q8TF17
O54829;P49802
Q9Z1D1;O75821
Q6ZPY2;Q9UPR3
Q3U5C8;Q5VV41
Q5NBU8;Q6GPH4
Q9Z2C5;Q13496
Q8C456;O95876
Q68FF7;Q8ND83
Q60614;P29275
Q69Z89;Q96JH8
Q00519;P47989
P55088;P55087
P47930;P15408
P30882;P13501
Q9JMC3;Q8WW22
A2A8Z1;Q96SU4
Q8BVA5;Q9H6V9
Q9CQH8;O95059
O08795;P14314
Q8BTI7;Q8NB46
P61982;P61981
Q8JZY2;Q9Y6G5
Q9JJG5;Q14140
Q7TT15;Q6IS24
Q3UW26;Q075Z2
Q9DC16;Q969X5
Q922J6;O60636
Q1EG27;Q8WXR4
Q07174;P41279
Q99K01;Q6P996
Q07417;P16219
Q7TSC3;Q6P3R8
P05064;P04075
Q91W98;Q8N697
Q91WP0;O00187
Q9CY57;Q9Y3Y2
Q9R0L9;Q04900
Q9D3E6;Q8WVM7
Q62141;O75182
Q8VC60;Q6UWU2
Q6GQV7;Q3B7T1
Q8BGN6;Q9BZD6
Q8VCS3;O75063
Q6P8J7;P17540
Q9QZT4;Q9BZM2
Q8CCK0;Q9P0M6
Q9WV18;Q9UBS5
A7E1Z1;Q68D42
Q3UHH8;Q4G148
Q8CC27;Q08289
Q8CID0;Q9H8E8
Q5BN45;Q5BN46
Q9DB52;Q96E09
P22646;P07766
Q69Z99;Q9HCN4
Q6P3Y5;Q8ND82
Q61327;Q01959
Q99K46;P51784
Q62230;Q9BZZ2
B1AUC7;Q6ZRI8
O70394;Q6UWB1
Q9EQP2;Q9H223
Q9DB32;Q6PII5
Q8BIW1;Q86TP1
Q0P5W1;Q8N3P4
Q0VGB7;Q9NY27
Q8BWG4;Q5JYT7
O88393;Q03167
Q8BKR5;O75864
Q9CQE6;Q9Y294
Q6ZWV7;P42766
Q80W40;P0C7M7
P61226;P61225
Q80V31;O60308
Q8K157;Q96C23
Q91WU5;Q9HBK9
Q3V3Q7;Q86VP3
P51949;P51948
Q920Q2;Q9UBZ9
Q8K592;Q16671
Q0KL01;Q14CS0
Q9D902;P29084
Q64701;P28749
Q9JHS9;Q9P013
Q8BFZ9;O94905
P09926;Q15527
Q8R0J7;Q9H9H4
Q3U1N2;Q12772
Q99ME2;Q9NNW5
Q62273;P50443
P16675;P10619
Q8VBV8;Q9UMX6
Q9CQN4;Q6X4U4
O88531;P50897
Q9JK83;Q9BYG5
Q3TD49;Q8TCT7
Q8BG18;Q8N987
Q8VBT6;Q0VD83
O88844;O75874
Q9D416;Q5H913
P43883;Q99541
Q8BGU2;Q8IUK8
Q9JJ66;Q12834
O89098;O76096
Q05BQ1;Q9P2J2
Q8BP92;Q14257
Q91ZY2;Q9H3N8
Q9D1H6;Q9P032
Q8BUZ1;Q8N0Z2
Q9D7N3;P82933
Q8BFQ3;Q15743
Q3U8K7;Q4FZB7
Q6NY15;Q9BZW7
Q69ZB8;Q9C0B9
P25233;Q99608
P68373;Q9BQE3
Q8R104;Q9NTG7
Q8VDG6;Q5TCX8
P52963;Q9HCS5
Q9JJJ7;Q9H237
Q91ZJ0;Q96NY9
Q8K330;Q8TE77
B1AVH7;Q9BYX2
Q61245;P12107
P70290;Q00013
O88572;O75581
A2A995;Q5VWT5
A2AHC3;Q5T5Y3
Q6DFV1;Q86XI2
P05132;P17612
O35451;Q99941
Q8BS39;Q9BV29
Q3U7U3;Q9Y3I1
Q9Z210;O75578
Q76MZ3;P30153
Q9CQ24;Q8NEA4
Q9WVL3;Q9Y666
Q2PFD7;Q9NYI0
Q80W03;O15405
Q9CY50;P43307
A2A6Q5;P30260
Q6GQV0;Q7L2K0
Q8BGQ2;Q9H175
Q61285;Q9UBJ2
Q8CJ00;Q86UR1
Q8BFX1;Q5TA31
P61967;P61966
P15306;P07204
P51830;O60503
Q8BVH9;Q8TCB7
P62911;P62910
Q6NZQ6;Q8NDX6
Q9Z287;P59991
Q8BMI3;Q9NZ52
Q6GQX6;Q68DC2
Q5SV06;Q8NHS9
Q497I4;Q92764
Q8CHW4;Q13144
P19123;P63316
Q60575;O60333
Q9Z2Y8;O94903
O08540;P08118
Q8CGA2;Q9P2M4
P62983;P62979
O55128;O00422
O54834;O43182
P10601;P01298
Q8JZM2;Q9BU68
Q80XG9;Q86VH4
Q14BU0;Q8WVF2
Q8CAM5;O95755
O70579;O43808
Q8C561;Q68DH5
Q9DCT1;Q96JD6
Q8VEA7;P57738
O88855;Q15722
Q562E2;Q17RG1
Q6PDC0;Q96NL0
Q8C8Y5;Q7Z3H4
Q9DC51;P08754
P70459;P50548
Q99MZ7;Q9BY49
Q9D4V7;Q5HYI8
Q9ES34;Q7Z3V4
Q1H9T6;P10074
Q9CSP9;Q96N46
Q8BL65;Q6H8Q1
P70261;Q9ULE6
Q99LX0;Q99497
O70503;Q53GQ0
Q9DC33;Q9NP66
P04441;P04233
Q8VCR3;Q9NWH2
Q9EPC2;Q9GZV9
P56376;P07311
Q07797;Q08380
Q9JLG8;O75808
Q9ET22;Q9UHL4
O70546;O15550
P47857;P08237
Q148V8;Q6ZRV2
Q66JT7;Q96H96
P48379;P48378
P42703;P42702
P27090;P61812
Q9CRA5;Q9H4A6
Q62384;O75312
Q9JJT0;Q9Y2P8
Q6NSR3;Q7Z695
Q8C551;Q96B01
Q9D112;Q8IYI0
Q80U44;Q7Z3T8
Q9QZ47;P45378
Q61765;Q15323
O55111;Q14126
Q69ZT1;Q9Y2M0
P97315;P21291
Q6GQT6;Q12770
Q9DCM7;Q96BF6
Q9NYQ2;Q9NYQ3
D3YX43;Q8N0Z9
P19091;P10275
Q9D2H5;Q8IWZ5
Q5IXF8;O95838
Q9D051;P11177
Q80UP8;Q08357
Q3UJK4;Q9BX10
Q9D125;P82663
Q6PE13;Q5FWE3
P35922;Q06787
O35887;O43852
P17182;P06733
Q61473;Q9H6I2
P62500;Q15714
Q3UVC0;Q6VAB6
O88487;Q13409
Q3TPX4;O00471
Q8BFZ1;Q5HYJ1
Q64299;P48745
Q7TNI2;Q9UK28
Q9ERY9;Q9UKR5
Q6R653;Q8IV45
Q8BMJ7;Q99675
Q63ZV0;Q01101
Q5GH66;Q6UX68
Q60841;P78509
O08600;Q14249
Q924Z6;Q96QU8
Q6ZQE4;O14524
Q7TS99;A6NFD8
Q810V0;O00566
Q8BJL1;Q8TB52
Q8R4C2;Q8WXA3
Q8BLI0;Q8N6G6
Q3UHL1;Q8NCB2
P70217;P35453
Q9D668;Q8TBH0
P97784;Q16526
Q9JMG3;Q9BVT8
Q80T23;Q8TDW5
O08786;P32238
Q6ZPR5;Q9NXE4
Q9DCX2;O75947
Q99J59;O60635
Q5XK03;A6NH21
Q922T2;P55082
P60764;P60763
Q61127;Q15742
Q9WTX8;Q9Y6D9
A1KXC4;O60667
Q3UUF8;A5PLL1
O35454;P51797
Q2WF71;Q9P244
Q7TSN2;Q08708
A9Z1V5;Q5TIE3
Q5GIG6;Q59H18
Q4V9W2;Q8N9Q2
Q9JI08;Q9NQY0
Q91ZX6;Q9HC62
O89016;O14678
Q6PGE7;Q99884
Q80XE1;Q9NVN3
Q68G58;Q9UBZ4
Q811T9;Q9NRI5
Q8K015;Q9BU64
Q61457;P24864
Q9CX19;Q5T6X4
P33766;P21462
Q9CY25;Q9H081
Q91XD4;O95954
Q4KL25;Q8TAF8
A3KGV1;Q5BJF6
O88470;P58012
Q9JJN5;P15169
Q9R226;O75525
Q8BKT2;Q9BYE0
Q9JJZ5;Q8IUX8
Q9CPX7;Q9Y3D3
P47962;P46777
Q8BWJ3;P46019
Q6GQR8;Q86UD4
P27577;P14921
P11911;P11912
Q8VD33;Q96EQ0
Q9DCV7;P08729
Q8C208;Q9H2S9
Q80TY0;Q96RU3
Q99LC2;Q05048
Q3UPH7;Q8TER5
Q9QZ08;Q9UJ70
Q9CYG7;Q15785
Q5F267;Q8NBR0
Q99J87;Q96C10
Q9D2C9;Q92966
O54951;Q9H3T3
Q5NCE8;Q9HD23
Q9R000;Q9UKP3
P58022;Q9Y4K0
Q8BVF2;Q9H2J4
Q9Z0L3;C9JL84
Q01965;Q9HBG7
Q8BGW1;Q9C0B1
Q8BH00;Q9H2A2
Q6PHN1;Q2TAC2
Q5SXI5;Q96IT1
Q9CZB6;O43513
Q78T81;Q5T9C2
Q6PFE7;Q96H12
Q9D267;Q8WX39
O08849;P41220
Q3U2J5;Q7Z624
Q6PAQ9;Q9BZD7
P97865;O00628
Q8VC69;Q4U2R8
O88273;Q9H772
Q8K2Y9;Q9BSQ5
Q3V0P1;Q8N123
P32261;P01008
P37242;P10828
Q7TQ62;Q7Z5L7
Q6PCW6;Q9BYD5
Q8VHJ5;Q9P0L2
P52432;O15160
Q0VDU3;P49685
Q9DD19;Q02833
O35602;Q9Y2V3
Q6P1E7;Q96LW4
Q9CWD8;Q8TB37
Q61616;P21728
Q9QYF9;Q9UGV2
Q9D2R6;Q9Y2R0
P28230;P08034
Q9ERP3;Q9BYV2
Q8BH69;P49903
Q9Z2R9;Q9BQI3
Q8BZ09;Q9BQT8
Q5SUA5;B0I1T2
Q7TPS5;Q86YS7
Q76K27;Q96JF0
O70475;O60701
P49222;P16452
O55183;P52823
Q80WG5;Q8IWT6
Q50H32;A8MXD5
Q149C3;Q6UY18
P43277;P16402
Q9CRD2;Q15006
Q6XBJ3;O95948
P06837;P17677
O70479;Q13829
Q5SSI6;Q9Y5J1
P16879;P07332
Q9JJR8;Q9NQ34
P51437;P49913
Q9D8G5;Q9BYZ8
D3Z6P0;Q13087
Q3UX61;Q9BSU3
Q61120;Q92529
Q9Z1W5;Q9Y6X1
Q9D424;O75952
Q6NVE9;Q8NI37
Q91ZV3;Q96PD2
P33622;P02656
Q8BPI1;Q9NVR5
Q6ZPF3;Q8IVF5
Q9R0E1;O60568
Q9ESL4;Q9NYL2
Q9QYC3;Q7RTS1
Q921Q7;Q13671
Q924T7;Q96EP0
Q8R3Z5;Q02641
Q9DA77;Q8N6K0
P55821;Q93045
Q810H5;Q9UBC7
Q8R173;Q9NYG2
Q8C033;O15013
P11531;P11532
Q640N1;Q8IUX7
Q6DYE8;O14638
Q8VEB2;Q9H4B6
Q9D3V1;Q96DY2
Q9Z130;O14979
P25119;P20333
Q9CR42;Q15327
Q9CQD7;A6NC86
Q9DCP9;Q15038
Q61790;P18627
D3YU81;Q6ZV50
P12032;P01033
Q3THK3;P35269
P97794;Q15842
Q8BV66;Q8TCB0
Q9JJV4;Q9UBN1
Q7TS73;Q6ZTI6
Q6PGF3;Q9Y2X0
Q8BN82;Q9NRA2
Q04692;Q9H4L7
B2RY04;Q9H7D0
P68369;Q71U36
P42232;P51692
Q8R3R8;Q9H0R8
Q9CZA5;Q6PEW1
Q61660;Q92949
Q8K2Z4;Q15021
Q6P5F7;Q9C0H2
P27048;P14678
Q920A9;Q7L513
Q6NS45;A2RUB6
Q8BMC0;P43657
P24527;P09960
Q9Z0U0;Q9UBH6
Q9D8T3;Q8TAI7
Q9D495;Q8N0S2
Q8C863;Q96J02
Q9JIP7;P46059
Q8K4F6;Q96P11
P07724;P02768
Q9CXW2;P82650
Q6NSV7;Q96BN6
Q9Z0S3;O95500
Q9D279;Q8IVT2
Q3UZ39;Q32MZ4
Q8BJN4;Q8TBE3
Q8K4K4;Q96RU8
P98078;P98082
Q9D5V2;Q6JEL2
Q9CQY9;O43677
P23812;P35452
Q80V24;Q14135
Q8K0Z7;Q9BSH4
P97953;P49767
Q9JHJ7;Q9Y6M0
Q9ESJ4;Q9NZQ3
A2AHJ4;Q6RI45
P08152;P11161
Q8CHY7;Q5W5X9
Q9CR56;Q9NYR9
Q2VPD4;Q8WYA1
Q9CR37;Q9H3Y8
Q504N0;P48052
O09127;P29322
Q9CYZ6;Q96EN9
Q91VL8;Q9NYB0
P29477;P35228
Q8BXX2;Q6ZSB9
Q3UHC7;Q5VWQ8
Q9QY48;Q8WZ79
Q8R4V5;Q8WWZ8
P61087;P61086
Q60929;Q02078
Q9Z0U9;Q99500
O08545;P52797
Q8BUV3;Q9NQX3
P56390;P33552
Q9WVL0;O43708
Q5SSG4;Q8NHY3
P11438;P11279
O88728;A6NNB3
Q8BLX7;Q07092
Q9DAR1;Q8TAZ6
P56480;P06576
Q03141;P27448
Q9ESW4;Q53H12
Q80YA9;Q8WXI2
Q61481;P54750
P97343;Q8TAS1
Q61572;Q12948
Q8C1A9;Q0P651
Q9QYI8;Q7Z6W7
Q3U0M1;Q96Q05
Q61070;O14681
Q8BR70;Q96EC8
Q80UW8;P19388
O55192;P23975
Q8BUG5;Q9BXY5
Q99PL6;Q9BZV1
P24638;P11117
Q8CDU4;Q8NEE6
Q8C5U9;Q9H347
Q99N91;Q9BQ48
Q8VI38;Q8N5D6
Q91WZ8;Q96EV8
Q80US8;Q9BW11
B2RUI1;Q7Z340
Q924S7;Q7Z698
Q8VBX6;O75970
Q99N11;Q9NRW4
Q3TA59;Q96S16
P51859;P51858
Q5DTI8;A0FGR9
Q9EQ15;Q9BYB4
Q8K4Z2;Q8NAU1
Q01279;P00533
Q9WUB3;P11217
Q8CHP5;Q9BRP8
Q9JJ94;O43805
Q6PD19;Q5T2E6
Q3UWW6;Q86XJ1
P84075;P84074
Q8BWT5;Q14689
Q3UWM4;Q6ZMT4
Q8BHJ7;P31644
Q9BCZ4;Q9BQE4
Q61510;Q14258
Q3ULJ0;Q8N335
P11032;P12544
Q9CQ86;Q9BRT3
Q9ESB3;P04196
Q61241;Q9BXA7
Q9JI20;Q9NS39
P59644;Q15735
Q791T5;Q9NZJ7
Q91XT4;Q96JE7
Q8BG31;Q8TAG6
P50284;P36941
Q9WTZ1;Q9UBF6
Q8CG16;P00736
Q9Z1K5;Q9Y4X5
Q9D309;P58499
Q99N90;Q9P0J6
Q3UHK1;Q96QE2
Q80X60;Q8N7B9
Q9D529;Q6ICG8
Q62227;Q15466
Q7TN29;Q8WU79
P40142;P29401
Q9JMB1;Q9P2T0
Q9DAM5;Q9HC21
P40749;Q9H2B2
P23819;P42262
Q8BM75;Q14865
Q61542;Q14849
Q9CQA8;Q96LK0
Q91VB2;Q96NX5
Q8R3P0;P45381
Q9ERT9;Q13522
Q61423;P22459
Q14B24;Q6UWY2
O08665;Q14563
O89093;P78556
Q62255;Q9BXA9
Q8BVN9;Q96JY0
Q8C0I4;Q52LR7
Q8C0S1;Q8TF46
P70663;Q14515
Q8C6I2;Q9NX18
Q7TMJ8;Q96FE7
Q8C633;Q96KC9
Q8BI73;Q96BV0
Q91ZI0;Q9NYQ7
Q9CX30;Q5BJH7
Q922D4;Q5H9R7
O88552;P57739
Q8R527;P17081
Q9D9V2;Q9NQ60
Q810A7;Q86XP3
Q8R4R6;Q8NFH5
Q99LY9;O43920
Q6VV64;Q7Z418
Q3UUG6;Q9ULP9
Q61955;O60259
Q9R0B7;Q9UL40
Q9CWS4;Q5TA45
Q8BWM0;Q9H7Z7
P20491;P30273
Q6NS65;Q13304
Q8CFG4;Q5VZB9
Q11011;P55786
Q9D6G9;Q96DZ9
Q9Z0Y9;Q13133
Q8C7V8;Q9H6E4
Q14DH7;Q9H6R3
Q9JJK5;Q15011
Q80SY3;Q8N8Y2
Q32KI9;Q5FYB1
Q8R5A3;Q7Z5R6
Q8BMN3;Q05901
P11928;P00973
Q4VAA2;Q9UKY7
Q149G0;Q2NKX9
P35283;Q6IQ22
A2AP18;O75038
Q45KJ6;Q6ZN17
Q5SRT8;Q8IV13
Q8BSA9;Q6IPR3
P63073;P06730
P61027;P61026
Q4QRL3;A6NC98
Q78XR0;O75865
Q99N48;Q4VX76
Q9R053;Q9UI33
Q9EPR2;Q9BZM1
Q9CTG6;Q9NQ11
Q8BWY2;Q8NC01
A6H6E9;Q6PF05
Q9R0Q7;Q15185
Q8VC19;P13196
Q61043;Q8N4C6
P60334;Q16878
Q3US17;Q96MX3
Q3TXT3;Q9NRY2
Q99LZ3;Q9BRT9
Q9JHU9;Q9NPH2
Q3ZK22;Q9HBM0
Q922Q2;Q9BRS2
Q9CPU4;O14880
O08553;Q16555
P40338;P40337
Q8VED2;Q9NUP1
P18111;P47902
Q5SV66;Q96M95
Q9ET77;Q8WXH2
Q3UMC0;Q8NB90
A2AQ25;Q5T5P2
Q9R0U0;O75494
P19426;P18615
Q8C4J7;Q12788
Q8CC36;Q49AH0
Q91WF3;Q8NFM4
Q8C0P5;Q92828
Q6NZN0;Q5T8P6
Q8BPS4;Q86V85
Q9EQM6;Q8WYQ5
Q9CR39;Q5MNZ6
O35129;Q99623
P81069;Q8TAK5
Q1HCM0;Q8TAT2
P57722;P57721
Q8BVG4;Q86TI2
Q9D0L8;O43148
Q9JHU2;Q9NP74
P30658;Q14781
Q07231;Q9Y5A6
Q99LJ8;Q96E22
Q3TFK5;Q5T3I0
P58044;Q13907
Q80T85;Q96JK2
Q8BLC3;Q8N2G4
P56959;P35637
A2RTF1;Q9H7T0
Q921J4;Q16763
P62932;Q9UH90
Q8BMT4;Q86YC3
Q80VJ3;O43598
Q80Y56;Q9H1K0
P35383;P41231
Q8C4J0;Q8IWA6
Q91VY6;O60759
Q8BGZ3;Q5T6F0
O88673;P23743
P49138;P49137
O70174;P43681
Q8C0L8;Q9UP83
Q61645;O43593
Q9DAA6;Q9Y3B2
P59034;Q9BY71
Q920L5;Q9H5J4
Q8BFP9;Q15118
Q3UV17;Q01546
Q8C0Z1;Q9H0X4
Q9D924;Q9BUE6
Q8C0N2;Q53EU6
Q91Z38;Q99614
Q6S5C2;Q9UJJ9
P58334;Q9BXK1
A2AKB9;Q5QP82
Q9CQC8;Q9NZD8
Q8R5H1;Q9Y4E8
Q8BZ60;Q8WXE9
Q8BI55;Q9NR20
Q8VEJ9;Q9UN37
Q8BG30;Q9H3P2
P29699;P02765
P70268;Q16512
Q9CQL5;Q9H0U6
P31996;P34810
Q99LS1;Q9H3L0
Q8R2Y8;Q9Y3E5
Q3UPP8;Q96MT8
Q3URJ8;Q8N8D7
Q9D8P4;Q9NRX2
Q9QZZ4;Q9UKN7
Q9D1A4;Q8WWX0
Q8R1D1;Q9BUY5
Q8BHB9;Q96NY7
O08810;Q15029
Q91ZR3;Q9NS37
Q9Z120;Q9UBP6
P30306;P30305
Q91ZP3;Q14693
Q91YP6;Q96FG2
Q8BJ90;Q7L3S4
P08046;P18146
Q920Q6;Q96DH6
Q3URE9;Q7L985
Q3UQ44;Q13576
Q6NXZ1;A5PL33
Q9CYL5;Q9H4G4
P58750;Q86V86
Q62233;O95343
O70342;Q15761
Q8BHB0;Q9Y239
Q8K259;Q9NXP7
Q8K368;Q9NVI1
O08915;O00170
Q8R1M0;Q96FZ2
Q8CDK3;Q8NA54
Q3U507;Q9BXC1
P62717;Q02543
Q9WTJ6;Q9Y4I5
Q8CI51;Q96HC4
P11862;O43903
Q8BLR9;Q9NWT6
Q9QZF2;P35052
Q5PR73;Q96HU8
Q9Z2E1;Q9UBB5
Q9CUL5;Q86XH1
Q810K9;A0PJZ3
Q8BP67;P83731
Q9Z0L0;Q13641
Q9D1P4;Q9UHD1
Q8R0C3;Q96RN1
Q9QUK6;O00206
P62965;P29762
O88428;O95340
Q8BX09;Q15291
Q3UFS0;Q9C0D3
Q9EQC0;O43916
P61213;P40617
Q9JME2;Q9NPF2
P06801;P48163
Q8K352;O75995
Q9D3A8;O75052
Q99LV7;Q8TBF5
Q9EQ20;Q02252
P21729;P30550
Q99JB6;Q9BZS1
Q3UFB2;Q9NWK9
Q91WG4;Q6IA86
Q9R1S3;O95427
Q91WK7;Q6NXT1
P20612;P11488
P98064;P48740
Q3USW5;Q8IWF2
O35643;Q10567
Q3UN02;Q6UWP7
Q0VDN7;Q96C34
Q2VLH6;Q86VB7
Q9JHZ2;Q9HCJ1
Q9R0Y5;P00568
Q9DCM4;O96015
A2ADA5;Q8N0Z8
O89019;Q9Y283
P27641;P13010
P12970;P62424
Q3TDX8;Q7L1T6
O35464;Q9H2E6
Q8CI71;Q96JG6
Q9DAW9;Q15417
O35345;O60684
P11499;P08238
Q7TMF2;Q8IV48
Q7TM99;Q7RTY1
P63137;P47870
Q99PE8;Q9H222
Q5EBG6;O14558
Q5SSM3;Q17R89
Q9CZX7;Q8N4L2
Q9QXT6;Q9UHF5
P61969;P61968
O89086;P98179
P59529;Q9NYV7
Q9QUG3;Q9UKY0
Q8BHR8;Q9H6J7
Q80VY9;Q9H6R0
Q6NXJ0;Q6AWC2
Q8BRE0;Q7Z3Z2
Q9CRC3;Q8WUR7
Q8VDS8;Q9P2W9
Q9QYK9;Q6P2M8
Q8CII0;Q8NAP8
Q9JKL5;Q96BS2
Q6PAN7;Q8N4B5
Q9CZQ9;Q8N3I7
Q9JLV1;O95817
P62492;P62491
Q60837;P42701
Q61161;Q12851
Q3UQU0;Q9H8M2
O54743;Q12947
Q9Z2D0;Q96QG7
P30416;Q02790
Q9QZM3;Q9UBD9
Q3U9F6;Q96A37
Q9JJC8;Q8N8Q9
P70353;Q13952
Q9Z0M9;O95998
Q8VD63;Q9UJ04
Q6PD10;Q92551
Q9JHE3;Q9NR71
Q8BG09;Q9Y519
Q8K0D0;Q00537
Q78JT3;P46952
